
0.05,1.01,0.2,0.0056,0.02
0.1,1.01,0.2,0.0096,0.02
0.25,1.01,0.2,0.0232,0.02
0.5,1.01,0.2,0.0464,0.02
1,1.01,0.2,0.092,0.02
2.5,1.01,0.2,0.214,0.05
5,1.01,0.2,0.368,0.05
9,1.01,0.2,0.468,0.1
10.5,1.01,0.2,0.476,0.1
11,1.01,0.2,0.476,0.1
12,1.01,0.2,0.468,0.1
25,1.01,0.2,0.334,0.05
50,1.01,0.2,0.192,0.05
100,1.01,0.2,0.1,0.02
250,1.01,0.2,0.0408,0.02
500,1.01,0.2,0.0216,0.02
1000,1.01,0.2,0.0128,0.02
2000,1.01,0.2,0.0088,0.02
